0,835.27,836.89,826.81,840.92
0,846.96,836.89,832.86,844.14
0,855.02,835.27,834.87,844.95
0,849.78,834.47,831.65,840.11
0,850.59,837.29,833.66,835.68
0,849.38,838.1,830.84,847.77
0,834.87,833.66,828.42,842.93
0,827.22,836.89,828.02,835.68
0,823.99,836.08,830.04,842.53
0,827.62,837.29,828.83,853.41
0,836.89,840.51,821.98,861.87
0,838.9,841.72,825.2,861.47
0,833.26,842.12,828.42,853.81
0,833.66,836.48,827.22,838.5
0,840.51,838.5,827.22,843.33
0,829.63,836.48,826.01,849.38
0,822.38,836.08,819.56,842.12
0,836.48,839.71,816.74,844.54
0,844.14,839.71,822.78,853
0,832.45,842.12,828.02,852.2
0,831.25,843.74,828.02,840.51
0,838.9,844.95,832.45,834.87
0,839.71,843.74,832.86,842.53
0,837.29,838.5,826.81,847.77
0,842.12,838.9,821.58,840.92
0,832.05,842.93,822.78,841.32
0,820.77,838.5,827.62,852.2
0,831.65,832.45,830.44,861.87
0,834.47,832.05,824.8,857.84
0,838.5,844.95,827.62,844.54
0,844.95,847.36,829.63,843.33
0,838.5,836.89,826.41,854.62
0,830.44,836.89,831.25,853.41
0,826.01,835.68,825.6,839.3
0,837.29,840.92,826.01,842.53
0,850.59,849.78,824.8,854.62
0,846.15,843.33,820.37,853.81
0,836.08,838.1,819.56,838.5
0,832.05,837.69,816.74,827.62
0,841.72,838.1,824.4,832.45
0,836.08,839.71,829.23,838.1
0,828.02,836.89,828.02,838.5
0,833.66,840.51,827.22,833.26
0,845.75,845.35,828.42,838.5
0,841.72,840.51,821.17,836.48
0,836.89,840.11,820.37,834.47
0,837.29,844.95,831.25,837.29
0,824.8,837.69,824.4,828.42
0,835.27,836.89,815.13,836.08
0,847.77,838.9,819.96,839.71
0,836.89,835.27,824.4,835.68
0,828.42,834.07,825.6,841.72
0,836.89,836.48,826.01,842.93
0,844.54,838.5,827.22,839.3
0,833.26,840.11,822.78,836.89
0,831.25,839.71,826.01,832.45
0,837.69,838.1,833.66,832.05
0,833.26,838.5,830.84,835.27
0,827.62,839.3,825.2,834.87
0,830.84,843.74,822.78,829.63
0,831.65,841.72,828.83,827.22
0,832.05,838.5,831.25,834.87
0,837.29,835.68,828.02,844.54
0,837.29,841.72,823.59,848.97
0,842.12,844.95,830.04,846.56
0,846.96,838.5,837.69,853.41
0,844.54,839.71,831.65,859.45
0,827.22,834.87,826.81,833.66
0,822.78,836.89,836.08,824.8
0,836.89,846.15,838.5,847.77
0,849.78,844.14,830.44,842.93
0,848.57,836.08,831.25,828.02
0,836.48,835.68,828.02,834.87
0,838.1,840.51,826.81,845.35
0,838.9,838.5,834.07,847.36
0,839.3,842.53,832.05,835.27
0,832.45,844.95,831.65,829.23
0,835.68,842.93,833.26,841.32
0,851.39,844.95,830.44,852.2
0,843.74,839.3,829.63,846.56
0,840.51,844.54,830.84,845.35
0,856.63,849.78,828.42,856.23
0,857.84,836.08,835.27,851.39
0,843.33,828.83,834.87,840.11
0,825.2,830.04,833.26,827.62
0,823.19,835.27,839.3,824.4
0,835.68,840.11,839.3,834.07
0,832.45,837.69,830.44,834.47
0,827.22,834.87,829.63,829.63
0,830.84,838.5,834.07,834.07
0,836.48,837.29,831.25,843.33
0,840.51,837.69,833.66,850.99
0,830.04,837.29,834.87,846.15
0,834.07,835.27,830.44,852.6
0,858.64,841.32,832.86,863.08
0,841.32,842.93,830.44,832.05
0,811.9,837.69,828.42,805.86
0,811.9,837.29,827.22,808.28
0,790.95,836.08,823.19,799.41
0,766.78,834.07,821.98,772.82
0,761.94,838.1,820.37,756.3
0,753.48,838.5,819.96,739.78
0,742.6,832.45,819.16,727.69
0,746.23,828.02,822.78,735.35
0,755.9,832.05,819.16,741.79
0,771.21,842.93,815.53,753.08
0,779.27,831.25,819.16,763.15
0,780.07,824.8,821.98,776.85
0,791.76,831.25,822.78,798.21
0,789.34,834.07,820.77,803.85
0,780.07,832.45,822.38,792.16
0,792.56,833.66,823.19,793.37
0,805.86,837.29,828.02,809.89
0,806.67,836.48,828.83,810.29
0,802.64,836.48,824.8,795.79
0,811.9,841.32,828.83,800.62
0,821.58,842.12,827.22,816.34
0,815.13,840.11,823.99,823.19
0,805.46,842.12,827.62,823.19
0,805.05,837.29,831.25,821.98
0,810.7,847.77,829.63,825.6
0,821.58,863.88,835.68,829.23
0,834.87,853,848.97,838.9
0,831.65,846.96,847.77,837.69
0,823.19,841.72,828.83,829.23
0,831.25,850.18,821.98,838.9
0,835.27,873.96,842.53,840.11
0,819.96,860.26,835.27,812.71
0,824.4,845.35,840.11,817.14
0,809.49,842.93,826.81,809.49
0,803.44,858.24,827.62,808.68
0,788.53,852.2,828.83,788.94
0,794.58,877.58,836.48,787.73
0,798.21,892.09,852.2,799.82
0,764.76,851.79,823.19,767.18
0,770,880,838.9,769.6
0,735.75,886.45,835.68,735.75
0,707.55,882.01,816.74,702.31
0,724.47,909.41,826.81,713.99
0,717.22,917.47,854.21,711.98
0,678.53,901.76,853.41,684.18
0,660.81,897.33,842.93,675.31
0,687.8,938.42,857.03,698.68
0,676.92,921.5,842.53,673.3
0,637.03,888.06,832.86,628.97
0,632.2,903.37,841.32,633.81
0,644.29,932.78,858.64,647.91
0,639.85,945.68,877.18,635.02
0,615.27,937.22,884.03,605.2
0,618.9,956.15,884.84,603.19
0,630.59,964.21,880.81,614.07
0,645.9,979.52,902.56,633
0,617.69,972.27,888.06,601.17
0,604.4,958.57,877.58,599.16
0,635.02,991.21,901.76,645.09
0,631.39,1006.5,886.85,631.79
0,602.38,996.45,861.06,599.56
0,605.6,1013.4,871.94,601.58
0,609.63,1029.9,872.34,608.83
0,631.79,1055.7,885.64,633.41
0,626.56,1060.1,874.36,616.48
0,595.53,1038.4,842.12,579.01
0,608.02,1043.6,857.44,594.32
0,617.69,1044,856.63,604.8
0,637.84,1048.8,861.47,621.32
0,645.9,1039.6,866.7,622.93
0,630.18,1004.5,844.54,602.38
0,642.67,1002.5,842.12,620.92
0,658.39,996.45,846.15,636.63
0,670.48,996.85,860.26,641.47
0,655.97,976.7,848.57,630.99
0,651.94,954.54,838.5,643.88
0,662.42,951.72,852.6,663.22
0,671.28,954.14,852.6,668.46
0,682.97,953.74,849.78,668.46
0,671.68,926.34,832.05,649.52
0,680.55,924.73,835.27,666.04
0,687,917.07,843.74,682.16
0,687,907.8,844.54,695.46
0,698.28,904.98,844.95,704.73
0,698.28,890.48,826.41,701.9
0,700.7,890.07,821.98,707.95
0,704.73,892.49,834.07,711.98
0,703.92,890.88,841.72,714.4
0,720.44,893.7,851.79,736.15
0,723.66,880.4,833.66,740.59
0,724.07,877.99,829.63,735.75
0,720.44,873.15,834.07,726.89
0,738.17,882.42,848.57,743.81
0,752.67,888.86,853.41,763.15
0,728.5,862.67,830.44,746.23
0,728.1,863.48,834.87,745.02
0,747.44,874.36,849.78,760.33
0,738.97,863.88,839.3,757.91
0,747.44,865.09,825.6,760.73
0,758.72,869.12,826.41,762.34
0,757.91,867.11,835.27,768.79
0,765.57,867.91,841.72,776.04
0,755.09,854.21,825.6,758.72
0,747.84,855.82,825.6,759.93
0,749.85,851.39,827.62,756.3
0,767.58,854.62,829.63,772.01
0,773.63,861.06,829.23,784.91
0,751.47,849.78,818.35,762.34
0,745.02,852.2,823.59,763.96
0,762.34,851.79,836.08,777.66
0,767.18,853.81,833.26,781.28
0,785.71,871.54,847.36,794.98
0,784.91,856.63,836.08,777.25
0,770,839.71,812.71,767.99
0,786.12,855.82,830.84,797
0,788.94,859.05,838.1,800.22
0,796.19,872.75,849.78,807.88
0,788.94,861.47,840.51,797.4
0,779.67,839.71,819.56,780.88
0,796.59,854.62,817.14,801.43
0,801.03,857.84,818.75,803.44
0,803.44,868.72,841.32,805.86
0,785.71,857.03,832.05,793.37
0,780.88,844.54,818.75,791.36
0,799.82,855.02,828.02,801.43
0,803.85,858.64,832.45,800.62
0,809.89,867.11,842.53,815.53
0,809.89,848.57,826.81,813.52
0,813.92,849.38,819.16,812.31
0,806.67,854.62,827.62,805.05
0,814.73,861.06,840.51,813.11
0,825.2,859.45,837.29,823.59
0,801.83,843.74,815.13,805.86
0,795.79,849.78,815.13,802.64
0,803.44,850.99,826.41,805.46
0,824.4,869.12,848.57,832.05
0,830.44,869.12,843.33,835.27
0,803.04,843.33,815.93,806.67
0,803.85,852.2,826.41,813.11
0,809.49,855.82,828.02,813.92
0,819.56,860.26,832.45,823.59
0,821.17,862.27,840.11,824.8
0,803.44,844.14,823.59,806.67
0,817.55,853.81,831.25,828.02
0,824.4,858.24,834.87,842.12
0,828.83,861.06,836.48,836.08
0,830.84,865.49,841.32,824.4
0,811.5,845.35,824.8,804.65
0,818.35,844.95,830.44,817.55
0,820.37,851.39,834.87,826.01
0,817.14,860.66,838.5,832.45
0,801.83,849.78,828.83,823.59
0,802.23,837.69,821.17,821.98
0,826.81,863.08,844.14,850.59
0,825.2,861.06,844.95,840.51
0,809.89,843.74,833.66,813.92
0,809.89,851.79,834.47,817.55
0,814.32,852.6,830.04,823.99
0,832.45,862.27,850.18,836.08
0,813.52,853.41,838.5,814.32
0,806.26,852.6,825.2,808.28
0,818.35,857.44,834.47,824.8
0,835.68,884.43,852.6,841.32
0,832.45,878.39,844.95,834.07
0,804.65,844.54,817.95,804.65
0,835.68,870.33,838.1,836.48
0,839.3,865.9,838.1,840.51
0,812.31,858.64,829.23,819.56
0,825.2,871.54,842.93,832.86
0,826.41,863.88,843.74,831.25
0,807.07,862.27,830.44,813.92
0,810.7,871.54,838.5,817.14
0,813.52,877.58,847.77,812.71
0,815.13,901.76,855.02,817.14
0,813.11,906.59,842.53,819.56
0,810.29,902.56,833.26,810.29
0,813.52,915.46,844.14,805.86
0,796.19,899.34,830.44,802.64
